Vin_V,VoutAvg_V,Ripple_mVpp,Pout_W,PhaseShift,DeqMeasured,CapMismatch_V,MaxMainVds_V
350,15.0378518060347,8.31789095471969,301.515982587014,0.419622333223984,0.837572665711223,0.0555080791140767,261.649852257977
740,15.0697480627045,2.65852135919076,302.796408897849,0.200268202551081,0.395079096957914,0.132903303790386,379.028607356745
1000,15.0436810453959,3.04274609856847,301.749785860807,0.154140805506006,0.291520938999918,0.104657632395345,560.912460319959
